month;category;exports;imports;balance;
1/1/2002;Animal & vegetable oils & fats;26;49;-23;
1/2/2002;Animal & vegetable oils & fats;22;51;-29;
1/3/2002;Animal & vegetable oils & fats;20;55;-35;
1/4/2002;Animal & vegetable oils & fats;20;58;-38;
1/5/2002;Animal & vegetable oils & fats;27;51;-24;
1/6/2002;Animal & vegetable oils & fats;24;53;-29;
1/7/2002;Animal & vegetable oils & fats;29;53;-24;
1/8/2002;Animal & vegetable oils & fats;35;51;-16;
1/9/2002;Animal & vegetable oils & fats;38;53;-15;
1/10/2002;Animal & vegetable oils & fats;33;49;-16;
1/11/2002;Animal & vegetable oils & fats;27;53;-26;
1/12/2002;Animal & vegetable oils & fats;31;54;-23;
1/1/2003;Animal & vegetable oils & fats;44;53;-9;
1/2/2003;Animal & vegetable oils & fats;41;58;-17;
1/3/2003;Animal & vegetable oils & fats;35;66;-31;
1/4/2003;Animal & vegetable oils & fats;50;62;-12;
1/5/2003;Animal & vegetable oils & fats;62;66;-4;
1/6/2003;Animal & vegetable oils & fats;39;62;-23;
1/7/2003;Animal & vegetable oils & fats;37;54;-17;
1/8/2003;Animal & vegetable oils & fats;28;60;-32;
1/9/2003;Animal & vegetable oils & fats;30;54;-24;
1/10/2003;Animal & vegetable oils & fats;30;62;-32;
1/11/2003;Animal & vegetable oils & fats;30;64;-34;
1/12/2003;Animal & vegetable oils & fats;31;63;-32;
1/1/2004;Animal & vegetable oils & fats;24;56;-32;
1/2/2004;Animal & vegetable oils & fats;24;58;-34;
1/3/2004;Animal & vegetable oils & fats;25;61;-36;
1/4/2004;Animal & vegetable oils & fats;26;44;-18;
1/5/2004;Animal & vegetable oils & fats;27;56;-29;
1/6/2004;Animal & vegetable oils & fats;27;56;-29;
1/7/2004;Animal & vegetable oils & fats;26;62;-36;
1/8/2004;Animal & vegetable oils & fats;29;67;-38;
1/9/2004;Animal & vegetable oils & fats;31;63;-32;
1/10/2004;Animal & vegetable oils & fats;28;68;-40;
1/11/2004;Animal & vegetable oils & fats;32;70;-38;
1/12/2004;Animal & vegetable oils & fats;22;73;-51;
1/1/2005;Animal & vegetable oils & fats;32;62;-30;
1/2/2005;Animal & vegetable oils & fats;30;64;-34;
1/3/2005;Animal & vegetable oils & fats;32;65;-33;
1/4/2005;Animal & vegetable oils & fats;30;58;-28;
1/5/2005;Animal & vegetable oils & fats;30;58;-28;
1/6/2005;Animal & vegetable oils & fats;28;60;-32;
1/7/2005;Animal & vegetable oils & fats;30;68;-38;
1/8/2005;Animal & vegetable oils & fats;33;69;-36;
1/9/2005;Animal & vegetable oils & fats;28;69;-41;
1/10/2005;Animal & vegetable oils & fats;33;69;-36;
1/11/2005;Animal & vegetable oils & fats;30;60;-30;
1/12/2005;Animal & vegetable oils & fats;28;67;-39;
1/1/2006;Animal & vegetable oils & fats;34;69;-35;
1/2/2006;Animal & vegetable oils & fats;41;77;-36;
1/3/2006;Animal & vegetable oils & fats;42;60;-18;
1/4/2006;Animal & vegetable oils & fats;36;73;-37;
1/5/2006;Animal & vegetable oils & fats;36;63;-27;
1/6/2006;Animal & vegetable oils & fats;30;71;-41;
1/7/2006;Animal & vegetable oils & fats;53;69;-16;
1/8/2006;Animal & vegetable oils & fats;36;68;-32;
1/9/2006;Animal & vegetable oils & fats;38;71;-33;
1/10/2006;Animal & vegetable oils & fats;31;73;-42;
1/11/2006;Animal & vegetable oils & fats;39;80;-41;
1/12/2006;Animal & vegetable oils & fats;35;72;-37;
1/1/2007;Animal & vegetable oils & fats;35;77;-42;
1/2/2007;Animal & vegetable oils & fats;37;82;-45;
1/3/2007;Animal & vegetable oils & fats;35;93;-58;
1/4/2007;Animal & vegetable oils & fats;41;86;-45;
1/5/2007;Animal & vegetable oils & fats;35;82;-47;
1/6/2007;Animal & vegetable oils & fats;43;73;-30;
1/7/2007;Animal & vegetable oils & fats;35;75;-40;
1/8/2007;Animal & vegetable oils & fats;36;82;-46;
1/9/2007;Animal & vegetable oils & fats;61;73;-12;
1/10/2007;Animal & vegetable oils & fats;39;84;-45;
1/11/2007;Animal & vegetable oils & fats;48;95;-47;
1/12/2007;Animal & vegetable oils & fats;41;78;-37;
1/1/2008;Animal & vegetable oils & fats;44;62;-18;
1/2/2008;Animal & vegetable oils & fats;39;75;-36;
1/3/2008;Animal & vegetable oils & fats;30;83;-53;
1/4/2008;Animal & vegetable oils & fats;39;98;-59;
1/5/2008;Animal & vegetable oils & fats;37;96;-59;
1/6/2008;Animal & vegetable oils & fats;39;93;-54;
1/7/2008;Animal & vegetable oils & fats;33;109;-76;
1/8/2008;Animal & vegetable oils & fats;28;126;-98;
1/9/2008;Animal & vegetable oils & fats;25;96;-71;
1/10/2008;Animal & vegetable oils & fats;33;104;-71;
1/11/2008;Animal & vegetable oils & fats;21;100;-79;
1/12/2008;Animal & vegetable oils & fats;21;90;-69;
1/1/2009;Animal & vegetable oils & fats;58;88;-30;
1/2/2009;Animal & vegetable oils & fats;57;80;-23;
1/3/2009;Animal & vegetable oils & fats;56;85;-29;
1/4/2009;Animal & vegetable oils & fats;59;73;-14;
1/5/2009;Animal & vegetable oils & fats;28;82;-54;
1/6/2009;Animal & vegetable oils & fats;24;81;-57;
1/7/2009;Animal & vegetable oils & fats;25;77;-52;
1/8/2009;Animal & vegetable oils & fats;21;66;-45;
1/9/2009;Animal & vegetable oils & fats;24;67;-43;
1/10/2009;Animal & vegetable oils & fats;31;81;-50;
1/11/2009;Animal & vegetable oils & fats;22;64;-42;
1/12/2009;Animal & vegetable oils & fats;25;72;-47;
1/1/2010;Animal & vegetable oils & fats;15;72;-57;
1/2/2010;Animal & vegetable oils & fats;38;57;-19;
1/3/2010;Animal & vegetable oils & fats;40;63;-23;
1/4/2010;Animal & vegetable oils & fats;43;64;-21;
1/5/2010;Animal & vegetable oils & fats;53;66;-13;
1/6/2010;Animal & vegetable oils & fats;37;73;-36;
1/7/2010;Animal & vegetable oils & fats;35;58;-23;
1/8/2010;Animal & vegetable oils & fats;37;80;-43;
1/9/2010;Animal & vegetable oils & fats;45;86;-41;
1/10/2010;Animal & vegetable oils & fats;39;80;-41;
1/11/2010;Animal & vegetable oils & fats;36;79;-43;
1/12/2010;Animal & vegetable oils & fats;42;83;-41;
1/1/2011;Animal & vegetable oils & fats;30;76;-46;
1/2/2011;Animal & vegetable oils & fats;40;80;-40;
1/3/2011;Animal & vegetable oils & fats;42;76;-34;
1/4/2011;Animal & vegetable oils & fats;24;65;-41;
1/5/2011;Animal & vegetable oils & fats;29;76;-47;
1/6/2011;Animal & vegetable oils & fats;26;107;-81;
1/7/2011;Animal & vegetable oils & fats;26;83;-57;
1/8/2011;Animal & vegetable oils & fats;31;72;-41;
1/9/2011;Animal & vegetable oils & fats;23;67;-44;
1/10/2011;Animal & vegetable oils & fats;24;78;-54;
1/11/2011;Animal & vegetable oils & fats;24;72;-48;
1/12/2011;Animal & vegetable oils & fats;19;75;-56;
1/1/2012;Animal & vegetable oils & fats;27;80;-53;
1/2/2012;Animal & vegetable oils & fats;27;77;-50;
1/3/2012;Animal & vegetable oils & fats;28;86;-58;
1/4/2012;Animal & vegetable oils & fats;25;78;-53;
1/5/2012;Animal & vegetable oils & fats;27;75;-48;
1/6/2012;Animal & vegetable oils & fats;38;64;-26;
1/7/2012;Animal & vegetable oils & fats;25;84;-59;
1/8/2012;Animal & vegetable oils & fats;40;58;-18;
1/9/2012;Animal & vegetable oils & fats;39;65;-26;
1/10/2012;Animal & vegetable oils & fats;41;73;-32;
1/11/2012;Animal & vegetable oils & fats;37;73;-36;
1/12/2012;Animal & vegetable oils & fats;28;70;-42;
1/1/2013;Animal & vegetable oils & fats;30;64;-34;
1/2/2013;Animal & vegetable oils & fats;37;71;-34;
1/3/2013;Animal & vegetable oils & fats;33;66;-33;
1/4/2013;Animal & vegetable oils & fats;34;87;-53;
1/5/2013;Animal & vegetable oils & fats;38;60;-22;
1/6/2013;Animal & vegetable oils & fats;36;64;-28;
1/7/2013;Animal & vegetable oils & fats;24;73;-49;
1/8/2013;Animal & vegetable oils & fats;31;84;-53;
1/9/2013;Animal & vegetable oils & fats;32;85;-53;
1/10/2013;Animal & vegetable oils & fats;37;88;-51;
1/11/2013;Animal & vegetable oils & fats;31;70;-39;
1/12/2013;Animal & vegetable oils & fats;35;78;-43;
1/1/2014;Animal & vegetable oils & fats;36;71;-35;
1/2/2014;Animal & vegetable oils & fats;33;82;-49;
1/3/2014;Animal & vegetable oils & fats;41;64;-23;
1/4/2014;Animal & vegetable oils & fats;30;65;-35;
1/5/2014;Animal & vegetable oils & fats;32;67;-35;
1/6/2014;Animal & vegetable oils & fats;31;70;-39;
1/7/2014;Animal & vegetable oils & fats;28;65;-37;
1/8/2014;Animal & vegetable oils & fats;32;57;-25;
1/9/2014;Animal & vegetable oils & fats;43;57;-14;
1/10/2014;Animal & vegetable oils & fats;34;59;-25;
1/11/2014;Animal & vegetable oils & fats;31;68;-37;
1/12/2014;Animal & vegetable oils & fats;34;61;-27;
1/1/2015;Animal & vegetable oils & fats;36;52;-16;
1/2/2015;Animal & vegetable oils & fats;39;62;-23;
1/3/2015;Animal & vegetable oils & fats;37;59;-22;
1/4/2015;Animal & vegetable oils & fats;39;65;-26;
1/5/2015;Animal & vegetable oils & fats;28;56;-28;
1/6/2015;Animal & vegetable oils & fats;33;57;-24;
1/7/2015;Animal & vegetable oils & fats;38;68;-30;
1/8/2015;Animal & vegetable oils & fats;34;60;-26;
1/9/2015;Animal & vegetable oils & fats;44;66;-22;
1/10/2015;Animal & vegetable oils & fats;31;65;-34;
1/11/2015;Animal & vegetable oils & fats;34;69;-35;
1/12/2015;Animal & vegetable oils & fats;36;68;-32;
1/1/2016;Animal & vegetable oils & fats;30;77;-47;
1/2/2016;Animal & vegetable oils & fats;33;62;-29;
1/3/2016;Animal & vegetable oils & fats;30;67;-37;
1/4/2016;Animal & vegetable oils & fats;34;75;-41;
1/5/2016;Animal & vegetable oils & fats;30;65;-35;
1/6/2016;Animal & vegetable oils & fats;32;61;-29;
1/7/2016;Animal & vegetable oils & fats;29;52;-23;
1/8/2016;Animal & vegetable oils & fats;25;80;-55;
1/9/2016;Animal & vegetable oils & fats;32;67;-35;
1/10/2016;Animal & vegetable oils & fats;30;64;-34;
1/11/2016;Animal & vegetable oils & fats;31;67;-36;
1/12/2016;Animal & vegetable oils & fats;30;64;-34;
1/1/2017;Animal & vegetable oils & fats;33;59;-26;
1/2/2017;Animal & vegetable oils & fats;30;71;-41;
1/3/2017;Animal & vegetable oils & fats;32;75;-43;
1/4/2017;Animal & vegetable oils & fats;38;70;-32;
1/5/2017;Animal & vegetable oils & fats;34;75;-41;
1/6/2017;Animal & vegetable oils & fats;37;85;-48;
1/7/2017;Animal & vegetable oils & fats;36;79;-43;
1/8/2017;Animal & vegetable oils & fats;44;136;-92;
1/9/2017;Animal & vegetable oils & fats;31;67;-36;
1/10/2017;Animal & vegetable oils & fats;39;77;-38;
1/11/2017;Animal & vegetable oils & fats;41;77;-36;
1/12/2017;Animal & vegetable oils & fats;37;79;-42;
1/1/2018;Animal & vegetable oils & fats;37;76;-39;
1/2/2018;Animal & vegetable oils & fats;30;96;-66;
1/3/2018;Animal & vegetable oils & fats;41;69;-28;
1/4/2018;Animal & vegetable oils & fats;33;68;-35;
1/5/2018;Animal & vegetable oils & fats;44;76;-32;
1/6/2018;Animal & vegetable oils & fats;38;73;-35;
1/7/2018;Animal & vegetable oils & fats;48;72;-24;
1/8/2018;Animal & vegetable oils & fats;39;79;-40;
1/9/2018;Animal & vegetable oils & fats;29;75;-46;
1/10/2018;Animal & vegetable oils & fats;42;74;-32;
1/11/2018;Animal & vegetable oils & fats;45;60;-15;
1/12/2018;Animal & vegetable oils & fats;44;63;-19;
1/1/2019;Animal & vegetable oils & fats;40;71;-31;
1/2/2019;Animal & vegetable oils & fats;40;66;-26;
1/3/2019;Animal & vegetable oils & fats;38;70;-32;
1/4/2019;Animal & vegetable oils & fats;44;72;-28;
1/5/2019;Animal & vegetable oils & fats;24;61;-37;
1/6/2019;Animal & vegetable oils & fats;44;73;-29;
1/7/2019;Animal & vegetable oils & fats;32;60;-28;
1/8/2019;Animal & vegetable oils & fats;36;60;-24;
1/9/2019;Animal & vegetable oils & fats;35;66;-31;
1/10/2019;Animal & vegetable oils & fats;47;76;-29;
1/11/2019;Animal & vegetable oils & fats;34;60;-26;
1/12/2019;Animal & vegetable oils & fats;33;66;-33;
1/1/2020;Animal & vegetable oils & fats;40;62;-22;
1/2/2020;Animal & vegetable oils & fats;37;57;-20;
1/3/2020;Animal & vegetable oils & fats;40;63;-23;
1/4/2020;Animal & vegetable oils & fats;35;66;-31;
1/5/2020;Animal & vegetable oils & fats;37;57;-20;
1/6/2020;Animal & vegetable oils & fats;39;63;-24;
1/7/2020;Animal & vegetable oils & fats;35;72;-37;
1/8/2020;Animal & vegetable oils & fats;36;65;-29;
1/9/2020;Animal & vegetable oils & fats;36;62;-26;
1/10/2020;Animal & vegetable oils & fats;34;64;-30;
1/11/2020;Animal & vegetable oils & fats;29;59;-30;
1/12/2020;Animal & vegetable oils & fats;40;62;-22;
1/1/2021;Animal & vegetable oils & fats;17;48;-31;
1/1/1997;Chemicals;1371;1502;-131;
1/2/1997;Chemicals;1367;1520;-153;
1/3/1997;Chemicals;1306;1494;-188;
1/4/1997;Chemicals;1352;1497;-145;
1/5/1997;Chemicals;1330;1553;-223;
1/6/1997;Chemicals;1411;1491;-80;
1/7/1997;Chemicals;1404;1524;-120;
1/8/1997;Chemicals;1342;1456;-114;
1/9/1997;Chemicals;1374;1528;-154;
1/10/1997;Chemicals;1388;1550;-162;
1/11/1997;Chemicals;1403;1550;-147;
1/12/1997;Chemicals;1410;1553;-143;
1/1/1998;Chemicals;1411;1504;-93;
1/2/1998;Chemicals;1497;1620;-123;
1/3/1998;Chemicals;1403;1511;-108;
1/4/1998;Chemicals;1445;1602;-157;
1/5/1998;Chemicals;1458;1577;-119;
1/6/1998;Chemicals;1457;1592;-135;
1/7/1998;Chemicals;1441;1581;-140;
1/8/1998;Chemicals;1448;1590;-142;
1/9/1998;Chemicals;1403;1537;-134;
1/10/1998;Chemicals;1440;1586;-146;
1/11/1998;Chemicals;1419;1551;-132;
1/12/1998;Chemicals;1427;1565;-138;
1/1/1999;Chemicals;1454;1661;-207;
1/2/1999;Chemicals;1401;1599;-198;
1/3/1999;Chemicals;1489;1602;-113;
1/4/1999;Chemicals;1500;1654;-154;
1/5/1999;Chemicals;1443;1715;-272;
1/6/1999;Chemicals;1485;1689;-204;
1/7/1999;Chemicals;1523;1709;-186;
1/8/1999;Chemicals;1595;1769;-174;
1/9/1999;Chemicals;1581;1833;-252;
1/10/1999;Chemicals;1575;1719;-144;
1/11/1999;Chemicals;1554;1818;-264;
1/12/1999;Chemicals;1629;1818;-189;
1/1/2000;Chemicals;1589;1801;-212;
1/2/2000;Chemicals;1538;1719;-181;
1/3/2000;Chemicals;1564;1834;-270;
1/4/2000;Chemicals;1626;1792;-166;
1/5/2000;Chemicals;1611;1803;-192;
1/6/2000;Chemicals;1621;1814;-193;
1/7/2000;Chemicals;1663;1871;-208;
1/8/2000;Chemicals;1702;1872;-170;
1/9/2000;Chemicals;1719;1898;-179;
1/10/2000;Chemicals;1791;1896;-105;
1/11/2000;Chemicals;1658;1963;-305;
1/12/2000;Chemicals;1786;1939;-153;
1/1/2001;Chemicals;1812;1843;-31;
1/2/2001;Chemicals;1792;1869;-77;
1/3/2001;Chemicals;1810;1918;-108;
1/4/2001;Chemicals;1793;1980;-187;
1/5/2001;Chemicals;1800;2088;-288;
1/6/2001;Chemicals;1814;2078;-264;
1/7/2001;Chemicals;1788;1985;-197;
1/8/2001;Chemicals;1798;2086;-288;
1/9/2001;Chemicals;1750;2071;-321;
1/10/2001;Chemicals;1673;2133;-460;
1/11/2001;Chemicals;1871;2088;-217;
1/12/2001;Chemicals;1826;2167;-341;
1/1/2002;Chemicals;1861;2253;-392;
1/2/2002;Chemicals;1940;2233;-293;
1/3/2002;Chemicals;1865;2226;-361;
1/4/2002;Chemicals;1741;2203;-462;
1/5/2002;Chemicals;1945;2307;-362;
1/6/2002;Chemicals;1763;2206;-443;
1/7/2002;Chemicals;1903;2333;-430;
1/8/2002;Chemicals;1836;2228;-392;
1/9/2002;Chemicals;1992;2297;-305;
1/10/2002;Chemicals;1894;2348;-454;
1/11/2002;Chemicals;1974;2340;-366;
1/12/2002;Chemicals;1905;2243;-338;
1/1/2003;Chemicals;1957;2360;-403;
1/2/2003;Chemicals;2026;2434;-408;
1/3/2003;Chemicals;1965;2345;-380;
1/4/2003;Chemicals;1966;2387;-421;
1/5/2003;Chemicals;2005;2292;-287;
1/6/2003;Chemicals;2008;2395;-387;
1/7/2003;Chemicals;1961;2428;-467;
1/8/2003;Chemicals;1975;2426;-451;
1/9/2003;Chemicals;2008;2419;-411;
1/10/2003;Chemicals;2016;2415;-399;
1/11/2003;Chemicals;1981;2499;-518;
1/12/2003;Chemicals;1957;2495;-538;
1/1/2004;Chemicals;1993;2500;-507;
1/2/2004;Chemicals;2035;2374;-339;
1/3/2004;Chemicals;2089;2537;-448;
1/4/2004;Chemicals;2089;2468;-379;
1/5/2004;Chemicals;2030;2613;-583;
1/6/2004;Chemicals;2185;2536;-351;
1/7/2004;Chemicals;2082;2449;-367;
1/8/2004;Chemicals;2049;2484;-435;
1/9/2004;Chemicals;2065;2494;-429;
1/10/2004;Chemicals;2110;2738;-628;
1/11/2004;Chemicals;2226;2510;-284;
1/12/2004;Chemicals;2184;2475;-291;
1/1/2005;Chemicals;2086;2354;-268;
1/2/2005;Chemicals;2190;2621;-431;
1/3/2005;Chemicals;2090;2535;-445;
1/4/2005;Chemicals;2233;2591;-358;
1/5/2005;Chemicals;2102;2562;-460;
1/6/2005;Chemicals;2267;2674;-407;
1/7/2005;Chemicals;2180;2581;-401;
1/8/2005;Chemicals;2352;2497;-145;
1/9/2005;Chemicals;2184;2477;-293;
1/10/2005;Chemicals;2279;2506;-227;
1/11/2005;Chemicals;2290;2596;-306;
1/12/2005;Chemicals;2300;2537;-237;
1/1/2006;Chemicals;2347;2751;-404;
1/2/2006;Chemicals;2233;2494;-261;
1/3/2006;Chemicals;2364;2524;-160;
1/4/2006;Chemicals;2349;2547;-198;
1/5/2006;Chemicals;2396;2552;-156;
1/6/2006;Chemicals;2248;2497;-249;
1/7/2006;Chemicals;2302;2520;-218;
1/8/2006;Chemicals;2410;2613;-203;
1/9/2006;Chemicals;2364;2555;-191;
1/10/2006;Chemicals;2415;2633;-218;
1/11/2006;Chemicals;2357;2642;-285;
1/12/2006;Chemicals;2526;2630;-104;
1/1/2007;Chemicals;2353;2662;-309;
1/2/2007;Chemicals;2328;2697;-369;
1/3/2007;Chemicals;2443;2784;-341;
1/4/2007;Chemicals;2352;2734;-382;
1/5/2007;Chemicals;2505;2792;-287;
1/6/2007;Chemicals;2362;2660;-298;
1/7/2007;Chemicals;2374;2921;-547;
1/8/2007;Chemicals;2523;2856;-333;
1/9/2007;Chemicals;2332;2848;-516;
1/10/2007;Chemicals;2349;2791;-442;
1/11/2007;Chemicals;2329;2681;-352;
1/12/2007;Chemicals;2407;2820;-413;
1/1/2008;Chemicals;2421;2676;-255;
1/2/2008;Chemicals;2298;2766;-468;
1/3/2008;Chemicals;2390;2782;-392;
1/4/2008;Chemicals;2352;2777;-425;
1/5/2008;Chemicals;2235;2777;-542;
1/6/2008;Chemicals;2603;2878;-275;
1/7/2008;Chemicals;2701;2794;-93;
1/8/2008;Chemicals;2554;2692;-138;
1/9/2008;Chemicals;2421;2849;-428;
1/10/2008;Chemicals;2377;2706;-329;
1/11/2008;Chemicals;2373;2557;-184;
1/12/2008;Chemicals;2171;2783;-612;
1/1/2009;Chemicals;2501;2743;-242;
1/2/2009;Chemicals;2373;2820;-447;
1/3/2009;Chemicals;2142;2695;-553;
1/4/2009;Chemicals;2381;2990;-609;
1/5/2009;Chemicals;2225;2776;-551;
1/6/2009;Chemicals;2415;2851;-436;
1/7/2009;Chemicals;2365;2634;-269;
1/8/2009;Chemicals;2318;2713;-395;
1/9/2009;Chemicals;2518;2951;-433;
1/10/2009;Chemicals;2402;3029;-627;
1/11/2009;Chemicals;2322;2901;-579;
1/12/2009;Chemicals;2349;2766;-417;
1/1/2010;Chemicals;2362;2889;-527;
1/2/2010;Chemicals;2511;2712;-201;
1/3/2010;Chemicals;2483;2944;-461;
1/4/2010;Chemicals;2416;2935;-519;
1/5/2010;Chemicals;2450;2925;-475;
1/6/2010;Chemicals;2459;2836;-377;
1/7/2010;Chemicals;2279;2986;-707;
1/8/2010;Chemicals;2384;3035;-651;
1/9/2010;Chemicals;2405;2728;-323;
1/10/2010;Chemicals;2308;3118;-810;
1/11/2010;Chemicals;2497;2835;-338;
1/12/2010;Chemicals;2362;2942;-580;
1/1/2011;Chemicals;2565;3097;-532;
1/2/2011;Chemicals;2407;2942;-535;
1/3/2011;Chemicals;2399;2900;-501;
1/4/2011;Chemicals;2506;2724;-218;
1/5/2011;Chemicals;2498;2918;-420;
1/6/2011;Chemicals;2304;2732;-428;
1/7/2011;Chemicals;2629;3186;-557;
1/8/2011;Chemicals;2520;2906;-386;
1/9/2011;Chemicals;2358;2972;-614;
1/10/2011;Chemicals;2567;2879;-312;
1/11/2011;Chemicals;2496;3172;-676;
1/12/2011;Chemicals;2504;2912;-408;
1/1/2012;Chemicals;2395;3142;-747;
1/2/2012;Chemicals;2459;2958;-499;
1/3/2012;Chemicals;2747;3064;-317;
1/4/2012;Chemicals;2300;3207;-907;
1/5/2012;Chemicals;2489;3004;-515;
1/6/2012;Chemicals;2281;3126;-845;
1/7/2012;Chemicals;2538;2907;-369;
1/8/2012;Chemicals;2275;3390;-1115;
1/9/2012;Chemicals;2493;3203;-710;
1/10/2012;Chemicals;2581;2965;-384;
1/11/2012;Chemicals;2909;3163;-254;
1/12/2012;Chemicals;2373;2855;-482;
1/1/2013;Chemicals;2283;2981;-698;
1/2/2013;Chemicals;2259;2961;-702;
1/3/2013;Chemicals;2355;3072;-717;
1/4/2013;Chemicals;2207;2982;-775;
1/5/2013;Chemicals;2509;2999;-490;
1/6/2013;Chemicals;2538;3210;-672;
1/7/2013;Chemicals;2346;3093;-747;
1/8/2013;Chemicals;2434;3107;-673;
1/9/2013;Chemicals;2418;3178;-760;
1/10/2013;Chemicals;2411;3127;-716;
1/11/2013;Chemicals;2433;3160;-727;
1/12/2013;Chemicals;2509;3280;-771;
1/1/2014;Chemicals;2416;3085;-669;
1/2/2014;Chemicals;2443;3242;-799;
1/3/2014;Chemicals;2512;3392;-880;
1/4/2014;Chemicals;2392;3568;-1176;
1/5/2014;Chemicals;2398;3379;-981;
1/6/2014;Chemicals;2362;3271;-909;
1/7/2014;Chemicals;2478;3571;-1093;
1/8/2014;Chemicals;2511;3306;-795;
1/9/2014;Chemicals;2329;3216;-887;
1/10/2014;Chemicals;2400;3396;-996;
1/11/2014;Chemicals;2440;3361;-921;
1/12/2014;Chemicals;2512;3536;-1024;
1/1/2015;Chemicals;2341;3380;-1039;
1/2/2015;Chemicals;2485;3440;-955;
1/3/2015;Chemicals;2377;3404;-1027;
1/4/2015;Chemicals;2357;3225;-868;
1/5/2015;Chemicals;2301;3525;-1224;
1/6/2015;Chemicals;2397;3441;-1044;
1/7/2015;Chemicals;2424;3327;-903;
1/8/2015;Chemicals;2564;3272;-708;
1/9/2015;Chemicals;2474;3339;-865;
1/10/2015;Chemicals;2439;3566;-1127;
1/11/2015;Chemicals;2493;3426;-933;
1/12/2015;Chemicals;2322;3392;-1070;
1/1/2016;Chemicals;2366;3679;-1313;
1/2/2016;Chemicals;2671;3533;-862;
1/3/2016;Chemicals;2413;3182;-769;
1/4/2016;Chemicals;2498;3480;-982;
1/5/2016;Chemicals;2411;3384;-973;
1/6/2016;Chemicals;2446;3567;-1121;
1/7/2016;Chemicals;2432;3689;-1257;
1/8/2016;Chemicals;2495;3635;-1140;
1/9/2016;Chemicals;2503;3576;-1073;
1/10/2016;Chemicals;2396;3371;-975;
1/11/2016;Chemicals;2458;3788;-1330;
1/12/2016;Chemicals;2604;3645;-1041;
1/1/2017;Chemicals;2624;3773;-1149;
1/2/2017;Chemicals;2516;3553;-1037;
1/3/2017;Chemicals;2762;4025;-1263;
1/4/2017;Chemicals;2722;3958;-1236;
1/5/2017;Chemicals;2645;4027;-1382;
1/6/2017;Chemicals;2718;3674;-956;
1/7/2017;Chemicals;2540;3626;-1086;
1/8/2017;Chemicals;2540;3869;-1329;
1/9/2017;Chemicals;2624;3962;-1338;
1/10/2017;Chemicals;2609;3892;-1283;
1/11/2017;Chemicals;2607;3560;-953;
1/12/2017;Chemicals;2606;3859;-1253;
1/1/2018;Chemicals;2751;3734;-983;
1/2/2018;Chemicals;2578;3611;-1033;
1/3/2018;Chemicals;2514;3385;-871;
1/4/2018;Chemicals;2465;3515;-1050;
1/5/2018;Chemicals;2460;3583;-1123;
1/6/2018;Chemicals;2410;3748;-1338;
1/7/2018;Chemicals;2493;3608;-1115;
1/8/2018;Chemicals;2444;3774;-1330;
1/9/2018;Chemicals;2346;3578;-1232;
1/10/2018;Chemicals;2525;3699;-1174;
1/11/2018;Chemicals;2289;3755;-1466;
1/12/2018;Chemicals;2458;3617;-1159;
1/1/2019;Chemicals;2436;4063;-1627;
1/2/2019;Chemicals;2487;4351;-1864;
1/3/2019;Chemicals;3017;5207;-2190;
1/4/2019;Chemicals;1952;3066;-1114;
1/5/2019;Chemicals;2058;3257;-1199;
1/6/2019;Chemicals;2114;3363;-1249;
1/7/2019;Chemicals;2366;3609;-1243;
1/8/2019;Chemicals;2179;3411;-1232;
1/9/2019;Chemicals;2185;3491;-1306;
1/10/2019;Chemicals;2402;4050;-1648;
1/11/2019;Chemicals;2019;3209;-1190;
1/12/2019;Chemicals;2486;3267;-781;
1/1/2020;Chemicals;2081;3268;-1187;
1/2/2020;Chemicals;2224;3010;-786;
1/3/2020;Chemicals;2184;3419;-1235;
1/4/2020;Chemicals;2558;3221;-663;
1/5/2020;Chemicals;2585;3158;-573;
1/6/2020;Chemicals;2134;2968;-834;
1/7/2020;Chemicals;2100;3128;-1028;
1/8/2020;Chemicals;2225;3160;-935;
1/9/2020;Chemicals;2225;3088;-863;
1/10/2020;Chemicals;2542;3544;-1002;
1/11/2020;Chemicals;2625;4377;-1752;
1/12/2020;Chemicals;2761;4227;-1466;
1/1/2021;Chemicals;1125;2774;-1649;
1/1/1997;Material manufactures;1890;1861;29;
1/2/1997;Material manufactures;1894;1831;63;
1/3/1997;Material manufactures;1892;1820;72;
1/4/1997;Material manufactures;2023;1820;203;
1/5/1997;Material manufactures;1896;1786;110;
1/6/1997;Material manufactures;1808;1872;-64;
1/7/1997;Material manufactures;1836;1776;60;
1/8/1997;Material manufactures;1802;1770;32;
1/9/1997;Material manufactures;1740;1834;-94;
1/10/1997;Material manufactures;2022;1851;171;
1/11/1997;Material manufactures;1839;1927;-88;
1/12/1997;Material manufactures;1826;1843;-17;
1/1/1998;Material manufactures;1866;1856;10;
1/2/1998;Material manufactures;1847;1959;-112;
1/3/1998;Material manufactures;1806;1938;-132;
1/4/1998;Material manufactures;1836;1925;-89;
1/5/1998;Material manufactures;1669;1940;-271;
1/6/1998;Material manufactures;1809;1959;-150;
1/7/1998;Material manufactures;1831;1920;-89;
1/8/1998;Material manufactures;1838;1936;-98;
1/9/1998;Material manufactures;1848;1893;-45;
1/10/1998;Material manufactures;1791;1895;-104;
1/11/1998;Material manufactures;1759;1901;-142;
1/12/1998;Material manufactures;1712;1854;-142;
1/1/1999;Material manufactures;1713;1801;-88;
1/2/1999;Material manufactures;1717;1802;-85;
1/3/1999;Material manufactures;1800;1845;-45;
